title,title_normalized,description,release_date,total_duration,songs_count,cover_image_url,spotify_url,artist_id
Sillunu Oru Kaadhal (Original Soundtrack),sillunu oru kaadhal (original soundtrack),From maybe phone use country instead because.,2023-12-11,00:12:39,10,https://i.scdn.co/image/ab67616d0000b2735432ca02640821df016ed758,https://open.spotify.com/album/0PPBqHCFW9LMROjWLWDJPR,138
Sangamam (Original Soundtrack),sangamam (original soundtrack),Citizen difficult support can represent.,2023-12-11,00:08:56,10,https://i.scdn.co/image/ab67616d0000b273dbf159d769eebf3fc8706765,https://open.spotify.com/album/4usIqGbj46ZA8RD6PT8Ktz,138
Mudhalvan (Original Soundtrack),mudhalvan (original soundtrack),Information speech make nice box.,2023-12-11,00:17:53,10,https://i.scdn.co/image/ab67616d0000b2739bd75a02bad8e3b1fe443bf6,https://open.spotify.com/album/6ZhBKDfcNJBXMoozGEqzro,138
Iruvar (Original Soundtrack),iruvar (original soundtrack),Learn size prepare science.,2023-12-11,00:10:59,10,https://i.scdn.co/image/ab67616d0000b273e8b4598988c16dda120705ca,https://open.spotify.com/album/09p4icXnEyH39Ud41pbTel,138
Indian (Original Soundtrack),indian (original soundtrack),Bag third clearly many.,2023-12-11,00:14:09,10,https://i.scdn.co/image/ab67616d0000b2735d5ec7ae34f2fb5c1dd07663,https://open.spotify.com/album/6vC6jvbclKQ02dk5Ut12fM,138
Sangamam (Karaoke),sangamam (karaoke),Under service support despite thus.,2023-11-15,00:40:56,8,https://i.scdn.co/image/ab67616d0000b27336fe5eb18949bd924d96b469,https://open.spotify.com/album/2ItkLsSI5zZBFNKsUl3SUy,138
Ratchagan (Original Motion Picture Soundtrack),ratchagan (original motion picture soundtrack),Check different item change require shake.,2023-11-10,00:41:04,8,https://i.scdn.co/image/ab67616d0000b273d62d02cb17cd0d3b5f5b7cff,https://open.spotify.com/album/2vYuOQHolJIUO8r1shVp2U,138
Kadhal Desam (Original Motion Picture Soundtrack),kadhal desam (original motion picture soundtrack),Not security through need.,2023-11-10,00:36:19,6,https://i.scdn.co/image/ab67616d0000b27338c64a5efdca79e3e83fa938,https://open.spotify.com/album/4BSmRkAA0WgulRceKaTEvr,138
CALL ME IF YOU GET LOST: The Estate Sale,call me if you get lost: the estate sale,Allow news message father develop car difference.,2023-03-31,00:33:17,10,https://i.scdn.co/image/ab67616d0000b273aa95a399fd30fbb4f6f59fca,https://open.spotify.com/album/1GG6U2SSJPHO6XsFiBzxYv,139
CALL ME IF YOU GET LOST,call me if you get lost,Oil phone where officer still.,2021-06-25,00:33:17,10,https://i.scdn.co/image/ab67616d0000b273696b4e67423edd64784bfbb4,https://open.spotify.com/album/45ba6QAtNrdv6Ke4MFOKk9,139
IGOR,igor,Bill turn why student.,2019-05-17,00:32:40,10,https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57,https://open.spotify.com/album/5zi7WsKlIiUXv09tbGLKsE,139
Flower Boy,flower boy,Green little degree prevent identify.,2017-07-21,00:34:14,10,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3,https://open.spotify.com/album/2nkto6YNI4rUYTLqEwWJ3o,139
Cherry Bomb + Instrumentals,cherry bomb + instrumentals,Billion many radio.,2015-04-13,00:37:50,10,https://i.scdn.co/image/ab67616d0000b27337906edcfbfde42b203097f2,https://open.spotify.com/album/5V3Chnpno9oTI7JSPXKUf3,139
Cherry Bomb,cherry bomb,Case difference act road agency.,2015-04-13,00:37:50,10,https://i.scdn.co/image/ab67616d0000b273e4bf0d3d9e0224a30ca5f665,https://open.spotify.com/album/621OhgnZJ7Pz8iUazct1In,139
Live At Splash!,live at splash!,Body policy adult. Value together better.,2013-09-02,00:16:15,10,https://i.scdn.co/image/ab67616d0000b27334b5ec384aece41bb4e1ec65,https://open.spotify.com/album/6hSjwUPL9jSBtZPgyFWfjI,139
Wolf + Instrumentals,wolf + instrumentals,Stand suffer term remember course specific.,2013-04-01,00:37:47,10,https://i.scdn.co/image/ab67616d0000b273ecdf37c0fb7d35f589e2fb4d,https://open.spotify.com/album/4jEKedq9rWPV9OXuMkrZCa,139
Wolf,wolf,High room what two.,2013-04-01,00:37:46,10,https://i.scdn.co/image/ab67616d0000b27322007a4aa8a55fe7b1de5632,https://open.spotify.com/album/40QTqOBBxCEIQlLNdSjFQB,139
Goblin,goblin,Air increase what us bag because.,2011-05-09,00:49:59,10,https://i.scdn.co/image/ab67616d0000b2735ea9799a88c0760ec03ac6b8,https://open.spotify.com/album/3CxknRPQLbOJRwQrNekNyU,139
Decisions,decisions,Tree Republican several article anyone.,2023-12-01,00:28:28,10,https://i.scdn.co/image/ab67616d0000b273869987880d09aed526585c05,https://open.spotify.com/album/1wXA0CPAKjjqonYux7JJvC,140
Khali Sober,khali sober,Such color discuss write.,2023-10-06,00:32:31,10,https://i.scdn.co/image/ab67616d0000b27377dc5f535f83eda441299f85,https://open.spotify.com/album/6oai2CMS2kJtvb8XWmpULc,140
See Ya,see ya,If seat son Mrs. Water area only citizen.,2023-06-14,00:24:08,10,https://i.scdn.co/image/ab67616d0000b273965509b039dfcef3f06ab60e,https://open.spotify.com/album/1QneW5vELH5DFkrvHGb9QL,140
Star Power,star power,Not medical work certainly film.,2023-02-24,00:29:59,10,https://i.scdn.co/image/ab67616d0000b273d2ce3d74dce90632555107bd,https://open.spotify.com/album/7kRhfYHR1agIzy2W7xwnPK,140
Multiverse (Deluxe),multiverse (deluxe),Number similar local office check.,2022-10-21,00:29:03,10,https://i.scdn.co/image/ab67616d0000b273b4800444a43530943f5106a0,https://open.spotify.com/album/24nwgc6x77leHlQ10zBn5M,140
Multiverse,multiverse,Well offer or federal nearly among argue.,2022-07-29,00:29:03,10,https://i.scdn.co/image/ab67616d0000b273037f886285f89988df2ed0bf,https://open.spotify.com/album/1Y0BUOx2nMBDL3uj4JM0IR,140
Full Court Press,full court press,Strong past system.,2022-04-08,00:31:19,10,https://i.scdn.co/image/ab67616d0000b2733b2b25793322d094e8ce0b64,https://open.spotify.com/album/4MLxuO3jk1GYUfJIMYMZCS,140
Stoner's Night,stoner's night,Man past cell box along yourself film.,2022-02-11,00:29:44,10,https://i.scdn.co/image/ab67616d0000b2733e3183945fe1764677b6e9cf,https://open.spotify.com/album/32LNK3gHcEGOh0M7fcmRhb,140
Wiz Got Wings,wiz got wings,Head happy film other cut.,2021-12-10,00:30:58,10,https://i.scdn.co/image/ab67616d0000b2735a0b3e2334ebdc87e2d88641,https://open.spotify.com/album/4kLvbwlPQyp6nSCh2Zavsq,140
Rolling Papers (Deluxe 10 Year Anniversary Edition),rolling papers (deluxe 10 year anniversary edition),Benefit quality game wrong executive contain.,2021-03-26,00:42:04,10,https://i.scdn.co/image/ab67616d0000b273117ad8c714eeb4cf950101d5,https://open.spotify.com/album/22rKa9MG4cHIRxvL1Vbs0q,140
Dutty Rock (20th Anniversary),dutty rock (20th anniversary),Dinner their detail rather unit enough very.,2022-11-11,00:37:14,10,https://i.scdn.co/image/ab67616d0000b27370a92ddbe10010f1c2f95da1,https://open.spotify.com/album/1aYcfMrpGIuPNZhDWMJcnV,141
Live N Livin,live n livin,Individual participant small trouble factor.,2021-03-12,00:31:45,10,https://i.scdn.co/image/ab67616d0000b2733fb926ef2ee89d2c6d64a050,https://open.spotify.com/album/6PhA24O96EevdscPi01NTv,141
"Penthouse Flashback Series: Sean Paul, Spragga Benz and Johnny P","penthouse flashback series: sean paul, spragga benz and johnny p",Three present reflect account across ok.,2020-07-06,00:37:29,10,https://i.scdn.co/image/ab67616d0000b2732540e6775830268c8bcce26a,https://open.spotify.com/album/2XEW6KliuaZe3sFqeYz38u,141
Live at The Palm Room,live at the palm room,Meeting case whom expert tonight.,2015-11-20,00:20:04,10,https://i.scdn.co/image/ab67616d0000b273e9c4489844c12d66052401b8,https://open.spotify.com/album/6b909CnOynPoB3X8xcIAhp,141
Full Frequency,full frequency,Challenge recent air anything focus.,2013-02-14,00:35:28,10,https://i.scdn.co/image/ab67616d0000b273ca94f63e7df74885088ecd19,https://open.spotify.com/album/4AYXhebGFYlUU4Fh0LLTIB,141
Tomahawk Technique,tomahawk technique,Late material election rather turn.,2012-01-24,00:38:10,10,https://i.scdn.co/image/ab67616d0000b27379e1dc7700b325641537518b,https://open.spotify.com/album/25o3xNsjPJahI22xQENaPd,141
Imperial Blaze,imperial blaze,Field Mr order voice see sometimes city.,2009-08-14,00:31:53,10,https://i.scdn.co/image/ab67616d0000b273254320eb63c8952242476918,https://open.spotify.com/album/4IX8op5M9BbxU1jYi22DXW,141
The Trinity,the trinity,Current edge result. National fire single call.,2005-09-27,00:32:51,10,https://i.scdn.co/image/ab67616d0000b27369ba684e533706bafe248ef3,https://open.spotify.com/album/32Bu3ETQhR1PFCj3ndDlYf,141
DECIDE,decide,No another certain wide. Throughout even attack.,2022-09-16,00:28:07,10,https://i.scdn.co/image/ab67616d0000b273fddfffec51b4580acae727c1,https://open.spotify.com/album/4JDXBZdRPId4devseaAOKH,142
Twenty Twenty,twenty twenty,Off away trade girl.,2019-09-13,00:34:42,10,https://i.scdn.co/image/ab67616d0000b2735b97ef03e581f7ab1cea9c48,https://open.spotify.com/album/3kxxxUQ9HFVUSg2pDLYoZ0,142
D-SIDES,d-sides,Point big edge or mean occur.,2023-11-17,00:07:17,2,https://i.scdn.co/image/ab67616d0000b273a277a7311694d4b7dfe37f06,https://open.spotify.com/album/1UxVfG3L2BJhRcn6E1EwrN,142
End of Beginning,end of beginning,National TV defense feel best.,2022-09-16,00:02:39,1,https://i.scdn.co/image/ab67616d0000b273b06eabf1f19c0e82c5e82029,https://open.spotify.com/album/18ToKV5rLc3MlsH2wsvB7W,142
Half Life,half life,Yeah rise experience activity.,2022-09-09,00:11:50,4,https://i.scdn.co/image/ab67616d0000b273449f0181bbf819df2ee0328e,https://open.spotify.com/album/5GCxyjAix5WT2HW6Y9DC8E,142
Figure You Out,figure you out,Keep car nearly really head.,2022-08-26,00:08:02,3,https://i.scdn.co/image/ab67616d0000b273e83bb9dba79e5a4222deab43,https://open.spotify.com/album/6u1QQpyOHv7AlMSmEOp43a,142
Gloom,gloom,Beat several my.,2022-07-25,00:04:58,2,https://i.scdn.co/image/ab67616d0000b273317be4e201bcc54cd917582b,https://open.spotify.com/album/3GPBZJayimhXRnqsd5VsbK,142
Change,change,Raise live from idea all.,2022-06-22,00:02:57,1,https://i.scdn.co/image/ab67616d0000b273f031f3a471e65a3b75015e06,https://open.spotify.com/album/6GzIzKhi3dRwalqZZNhVxI,142
Keep Your Head Up,keep your head up,Improve seven national family large individual.,2020-09-09,00:03:37,1,https://i.scdn.co/image/ab67616d0000b273718acb5dd70628d5cb2ab57d,https://open.spotify.com/album/0IoP6iRgOsu9PBqz6fFgMi,142
Mortal Projections,mortal projections,Less general culture friend.,2019-08-30,00:03:08,1,https://i.scdn.co/image/ab67616d0000b2734398c2ba2c866ea0c22bf4a5,https://open.spotify.com/album/03Z9pcEhtrngfRIlmIfMaU,142
Clancy,clancy,Step sell care drug will hair ahead.,2024-05-24,00:33:37,10,https://i.scdn.co/image/ab67616d0000b2739cf15c7323fb85b7112197d5,https://open.spotify.com/album/1KFWgQTw3EMTQebaaepVBI,143
MTV Unplugged (Live),mtv unplugged (live),Oil ask last technology too.,2023-04-21,00:34:23,7,https://i.scdn.co/image/ab67616d0000b2731de7ba86b187e313664da77a,https://open.spotify.com/album/2kAer61g2HN6upL2zXAjzd,143
Scaled And Icy (Livestream Version),scaled and icy (livestream version),East amount mouth.,2021-11-19,00:33:36,10,https://i.scdn.co/image/ab67616d0000b27362b60bfe9b3344965cfad6a8,https://open.spotify.com/album/1B61NzknoGqafMfKLY7QtZ,143
Scaled And Icy,scaled and icy,Evening word page personal hand the.,2021-05-21,00:33:36,10,https://i.scdn.co/image/ab67616d0000b273ca964f2c3c069b3fb9ec11be,https://open.spotify.com/album/0Q5XBpCYFgUWiG9DUWyAmJ,143
Trench,trench,Real investment easy draw.,2018-10-05,00:39:47,10,https://i.scdn.co/image/ab67616d0000b273d1d301e737da4324479c6660,https://open.spotify.com/album/621cXqrTSSJi1WqDMSLmbL,143
Blurryface,blurryface,General research measure. Without will research.,2015-05-15,00:36:33,10,https://i.scdn.co/image/ab67616d0000b2732df0d98a423025032d0db1f7,https://open.spotify.com/album/3cQO7jp5S9qLBoIVtbkSM1,143
Vessel,vessel,Establish medical rock resource.,2013-01-08,00:40:59,10,https://i.scdn.co/image/ab67616d0000b2736caad685af37c08063be928d,https://open.spotify.com/album/2r2r78NE05YjyHyVbVgqFn,143
Twenty One Pilots,twenty one pilots,Role effect need bag sit dark learn.,2009-12-29,00:43:05,10,https://i.scdn.co/image/ab67616d0000b2734f5687326079d90e731a10a6,https://open.spotify.com/album/1Fexc96V24RL17Ko9VXUOM,143
The Craving,the craving,Must standard attorney successful per.,2024-05-22,00:13:44,4,https://i.scdn.co/image/ab67616d0000b273cc44556f98351de3b6047498,https://open.spotify.com/album/7K7eWZNR5t9UBlrN2ltzLI,143
Overcompensate,overcompensate,Describe friend subject.,2024-02-29,00:07:06,2,https://i.scdn.co/image/ab67616d0000b27399bb3f025c3c637945080979,https://open.spotify.com/album/5ZSqGFLuXUJUlIObSkN0Bz,143
The Great American Bar Scene,the great american bar scene,Poor rock either fast myself crime church.,2024-07-04,00:33:40,10,https://i.scdn.co/image/ab67616d0000b273647ad18a07e9e939e399e5a1,https://open.spotify.com/album/1U0Z7QjSzlg3gMeUOuUldz,145
Zach Bryan,zach bryan,Suddenly cup campaign model receive thought.,2023-08-25,00:34:12,10,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef,https://open.spotify.com/album/6PbnGueEO6LGodPfvNldYf,145
All My Homies Hate Ticketmaster (Live from Red Rocks),all my homies hate ticketmaster (live from red rocks),Event western second sport. New girl writer fear.,2022-12-25,00:36:40,10,https://i.scdn.co/image/ab67616d0000b2730e8b47c2643337f0c23adb48,https://open.spotify.com/album/5hVCiOPye3IDJG4rbO44UH,145
American Heartbreak,american heartbreak,Form house federal because.,2022-05-20,00:36:10,10,https://i.scdn.co/image/ab67616d0000b273ba30859a1ca79c5a372d177a,https://open.spotify.com/album/7IouDrXPdAZwT1NzVV3vef,145
Elisabeth,elisabeth,Order forget go.,2020-05-08,00:31:48,9,https://i.scdn.co/image/ab67616d0000b273112d8a26c36b7a980233673b,https://open.spotify.com/album/3TkSm0esbUBPygKvMrwWQn,145
DeAnn,deann,Special trouble shake image red wife off.,2019-08-24,00:32:36,10,https://i.scdn.co/image/ab67616d0000b273e2aa84b988e58703f8ed4e84,https://open.spotify.com/album/0npZ1Ryg8HaFGeb2HKYQIz,145
Memphis; The Blues (feat. John Moreland),memphis; the blues (feat. john moreland),Test industry trip police west agree door.,2024-07-03,00:03:09,1,https://i.scdn.co/image/ab67616d0000b273cebff72604b45bb105169d52,https://open.spotify.com/album/21qCLQEFqNceLiBweHOLWT,145
Better Days (feat. John Mayer),better days (feat. john mayer),Allow place after skill perform break.,2024-07-03,00:03:32,1,https://i.scdn.co/image/ab67616d0000b273d52e7b2074e5485d3c673347,https://open.spotify.com/album/12RIwZtk9opt1j4wL1PPSb,145
Purple Gas,purple gas,Movement enter law plan with high laugh.,2024-06-07,00:06:15,2,https://i.scdn.co/image/ab67616d0000b27356c5cdf3fb04f57d4da125c4,https://open.spotify.com/album/1dd5vDwnKBlh4NA5ynpDwH,145
Pink Skies,pink skies,Half miss treat various senior eight.,2024-05-24,00:03:14,1,https://i.scdn.co/image/ab67616d0000b2731a2c9ac2d39bc5c2e22b9555,https://open.spotify.com/album/7LRZfujsTLyy814AnMSdtT,145
THE FIRST TIME,the first time,Wish size hard trade. Low money find itself.,2023-11-10,00:23:20,10,https://i.scdn.co/image/ab67616d0000b2732abb30c6296964d5d07458c2,https://open.spotify.com/album/63IolVUykZCHMlu2zu9jHS,146
F*CK LOVE 3+: OVER YOU,f*ck love 3+: over you,Key add series look consumer.,2021-07-27,00:24:58,10,https://i.scdn.co/image/ab67616d0000b273b4d59e6fa7e5e7cbc57ac33a,https://open.spotify.com/album/576UTio7xgY7YUxrHMzxeI,146
GIRLS,girls,Person sea bed situation PM as adult.,2024-06-28,00:03:59,2,https://i.scdn.co/image/ab67616d0000b273c8af7237bb25ad59488944c1,https://open.spotify.com/album/17R63Sb8OrPikc2R4mlpdC,146
Still Yours (From The Doc),still yours (from the doc),American many painting usually.,2024-03-01,00:02:38,1,https://i.scdn.co/image/ab67616d0000b27338b7e6d2c60dc2779de291b4,https://open.spotify.com/album/03uCCaOFlRAJkE6oDInrLz,146
HEAVEN,heaven,Man son three two direction.,2024-01-26,00:02:54,1,https://i.scdn.co/image/ab67616d0000b273dc51bdf90c15dbcf139e20f8,https://open.spotify.com/album/3oM4p4ItqZZnvLXgzPkJ4h,146
WHAT'S THE MOVE? (feat. Future and BabyDrill),what's the move? (feat. future and babydrill),Of spring school bar remain lose they.,2023-11-08,00:03:19,1,https://i.scdn.co/image/ab67616d0000b2730fb69e4a0e627e3cec20952c,https://open.spotify.com/album/4GwIahaGnJ2cA4QfAJ74nF,146
BLEED,bleed,Technology success girl line responsibility.,2023-11-03,00:02:51,1,https://i.scdn.co/image/ab67616d0000b273f538085647c9f3790dc2e5e4,https://open.spotify.com/album/783jliO1kkc5vXTrxHqNKk,146
BLEED,bleed,Raise everybody line very voice strong.,2023-11-03,00:12:17,5,https://i.scdn.co/image/ab67616d0000b27342c16c697009bfc79c9f1061,https://open.spotify.com/album/1rmqaos4sc4N5cSqe1ytiZ,146
WHAT JUST HAPPENED,what just happened,Trial I she sister why.,2023-10-27,00:02:42,1,https://i.scdn.co/image/ab67616d0000b27380cd6c34cf13235f7a86ef08,https://open.spotify.com/album/5cFhETbBm8L6tybXY4AZSj,146
TOO MUCH,too much,Voice high sing our sure middle.,2023-10-19,00:03:23,1,https://i.scdn.co/image/ab67616d0000b273389e41e5096b6112ce0e1008,https://open.spotify.com/album/7gCggwpSuqUmVzWniLdpKR,146
Hidden Figures - Original Score,hidden figures - original score,Government thus we.,2017-01-06,00:19:17,10,https://i.scdn.co/image/ab67616d0000b273d1b97bd3ce0bed68155f9b24,https://open.spotify.com/album/6nRmgnXFlSsfPYTtRp52gR,147
G I R L,g i r l,Foreign chance interview account entire.,2014-03-03,00:47:01,10,https://i.scdn.co/image/ab67616d0000b273e8107e6d9214baa81bb79bba,https://open.spotify.com/album/0lrmy4pJINsFzycJvttX2W,147
The Billionaire Boys Club Tape,the billionaire boys club tape,Wish fact arrive. Behavior act sit within mean.,2012-07-30,00:35:55,10,https://i.scdn.co/image/ab67616d0000b2738c5c8830137391b6b5fc438c,https://open.spotify.com/album/1OAWcsXZdaFk51t4m7j5Ln,147
"Double Life (From ""Despicable Me 4"")","double life (from ""despicable me 4"")",However these car trouble phone past fill.,2024-06-14,00:03:10,1,https://i.scdn.co/image/ab67616d0000b273fa314bd51013ad54e9e3903c,https://open.spotify.com/album/6k4sB6SP3ekH3iIhaDuUV4,147
Doctor (Work It Out) [feat. Miley Cyrus],doctor (work it out) [feat. miley cyrus],Play nothing teacher Mr suddenly.,2024-03-01,00:03:02,1,https://i.scdn.co/image/ab67616d0000b2730b33baa98ef691f09bfa23a1,https://open.spotify.com/album/2kJunH6dfHcjJa0lxZbRKr,147
Airplane Tickets,airplane tickets,Bag store interview world.,2023-12-08,00:03:18,1,https://i.scdn.co/image/ab67616d0000b273f07f4f8eca2f8fa8f195c2f0,https://open.spotify.com/album/6xEpW40GaWcE663h7cA3Ws,147
RIOT (Rowdy Pipe'n),riot (rowdy pipe'n),However visit senior maybe moment.,2023-07-20,00:03:09,1,https://i.scdn.co/image/ab67616d0000b273b67ceae31d4af722ba1c22a2,https://open.spotify.com/album/0GQJ1yZpVEzJjfzXbkD0Ui,147
JOY (Unspeakable) (feat. Pharrell Williams),joy (unspeakable) (feat. pharrell williams),Lead affect election employee.,2023-06-16,00:05:12,1,https://i.scdn.co/image/ab67616d0000b27393f766b8d5fcf3fbce263a1a,https://open.spotify.com/album/6lSjMJHMD4vgXZ7pm8gwoB,147
Cowboys Cry Too (with Noah Kahan),cowboys cry too (with noah kahan),Fall spring international leg economy daughter.,2024-06-28,00:03:50,1,https://i.scdn.co/image/ab67616d0000b2732e6fc027a198152b19105089,https://open.spotify.com/album/4csGSJBfWDrWklYInvXzhU,148
Por Vida,por vida,Game piece look court us.,2015-02-04,00:31:07,9,https://i.scdn.co/image/ab67616d0000b273dbc47f8bae404ce15ffd055e,https://open.spotify.com/album/6f5gAJpM85TE6aQ81h46T5,150
My 21st Century Symphony. (Live at the Royal Albert Hall),my 21st century symphony. (live at the royal albert hall),Enjoy chance call commercial finally between.,2023-10-16,00:34:07,10,https://i.scdn.co/image/ab67616d0000b273a69cbb1d340870a56b42aed8,https://open.spotify.com/album/0F0Fsao0H2ceIQdzGNTkrP,151
My 21st Century Blues,my 21st century blues,Since total green nature can together little.,2023-02-03,00:32:59,10,https://i.scdn.co/image/ab67616d0000b27394e5237ce925531dbb38e75f,https://open.spotify.com/album/3U8n8LzBx2o9gYXvvNq4uH,151
